,Player,tm,pos,yr2019_20,predicted_salary,Age,PER,pts,g,mp,ast,stl,blk
403,Mfiondu Kabengele,LAC,C,"$1,977,000.00","$1,977,000.00",22.0,18.2,42.0,12.0,64.0,2.0,2.0,2.0
404,Khyri Thomas,DET,SG,"$838,464.00","$838,464.00",23.0,3.1,17.0,8.0,61.0,3.0,3.0,0.0
405,Ignas Brazdeikis,NYK,SF,"$898,310.00","$898,310.00",21.0,3.2,17.0,9.0,53.0,4.0,0.0,1.0
406,Zach Collins,POR,PF,"$4,240,200.00","$4,240,200.00",22.0,9.9,77.0,11.0,290.0,16.0,5.0,5.0
407,Luc Mbah a Moute,HOU,PF,"$289,803.00","$289,803.00",33.0,6.4,5.0,3.0,25.0,0.0,2.0,0.0
408,Corey Brewer,SAC,SG,"$289,803.00","$289,803.00",33.0,8.7,5.0,5.0,33.0,2.0,4.0,0.0
409,Jamal Crawford,BRK,SG,"$289,803.00","$289,803.00",39.0,33.2,5.0,1.0,6.0,3.0,0.0,0.0
410,Stanley Johnson,TOR,PF,"$3,623,000.00","$3,623,000.00",23.0,9.9,60.0,25.0,150.0,20.0,6.0,4.0
411,Vincent Poirier,BOS,C,"$2,505,793.00","$2,505,793.00",26.0,12.7,41.0,22.0,130.0,8.0,2.0,9.0
412,Dewan Hernandez,TOR,C,"$898,310.00","$898,310.00",23.0,12.9,14.0,6.0,28.0,3.0,1.0,0.0
413,Kevon Looney,GSW,C,"$4,464,286.00","$4,464,286.00",23.0,9.4,68.0,20.0,262.0,20.0,12.0,6.0
414,Bruno Caboclo,HOU,C,"$1,845,301.00","$1,845,301.00",24.0,14.1,28.0,8.0,52.0,2.0,5.0,5.0
415,Tyson Chandler,HOU,C,"$2,564,753.00","$2,564,753.00",37.0,10.8,34.0,26.0,219.0,6.0,6.0,8.0
416,Troy Daniels,DEN,SG,"$2,028,594.00","$2,028,594.00",28.0,9.0,26.0,6.0,76.0,3.0,3.0,0.0
417,Joe Chealey,CHO,PG,"$163,356.00","$163,356.00",24.0,-2.9,2.0,4.0,33.0,1.0,4.0,0.0
418,Max Strus,CHI,SG,"$415,414.00","$415,414.00",23.0,30.7,5.0,2.0,6.0,0.0,0.0,0.0
419,J.R. Smith,LAL,SG,"$1,456,667.00","$1,456,667.00",34.0,0.0,17.0,6.0,79.0,3.0,1.0,0.0
420,Vlatko Čančar,DEN,SF,"$1,517,981.00","$1,517,981.00",22.0,11.4,17.0,14.0,45.0,3.0,1.0,1.0
421,Jalen Lecque,PHO,PG,"$898,310.00","$898,310.00",19.0,2.7,10.0,5.0,32.0,2.0,0.0,0.0
422,Ed Davis,UTA,C,"$4,767,000.00","$4,767,000.00",30.0,9.5,51.0,28.0,303.0,12.0,11.0,9.0
423,Cristiano Felício,CHI,PF,"$8,156,500.00","$8,156,500.00",27.0,12.8,86.0,22.0,386.0,16.0,10.0,2.0
424,Amile Jefferson,ORL,PF,"$1,445,697.00","$1,445,697.00",26.0,8.9,15.0,18.0,74.0,4.0,1.0,3.0
425,Nigel Williams-Goss,UTA,PG,"$1,500,000.00","$1,500,000.00",25.0,8.1,14.0,10.0,50.0,6.0,3.0,1.0
426,Al-Farouq Aminu,ORL,PF,"$9,258,000.00","$9,258,000.00",29.0,7.6,78.0,18.0,380.0,21.0,18.0,8.0
427,Tyler Zeller,SAS,C,"$245,686.00","$245,686.00",30.0,22.4,2.0,2.0,4.0,0.0,0.0,0.0
428,DeMarre Carroll,HOU,PF,"$6,842,307.00","$6,842,307.00",33.0,4.9,54.0,9.0,155.0,14.0,6.0,3.0
429,Jabari Parker,SAC,PF,"$6,500,000.00","$6,500,000.00",24.0,26.5,51.0,6.0,80.0,10.0,3.0,1.0
430,John Henson,DET,PF,"$9,732,396.00","$9,732,396.00",29.0,17.0,76.0,11.0,188.0,11.0,8.0,10.0
431,KZ Okpala,MIA,SF,"$898,310.00","$898,310.00",20.0,13.7,7.0,5.0,26.0,1.0,2.0,1.0
432,C.J. Miles,WAS,SG,"$8,730,158.00","$8,730,158.00",32.0,11.1,64.0,10.0,161.0,12.0,10.0,4.0
433,Maurice Harkless,NYK,SF,"$11,511,234.00","$11,511,234.00",26.0,9.7,82.0,12.0,286.0,20.0,9.0,3.0
434,Dion Waiters,LAL,SG,"$12,100,000.00","$12,100,000.00",28.0,11.5,83.0,7.0,165.0,17.0,4.0,4.0
435,Noah Vonleh,DEN,PF,"$2,000,000.00","$2,000,000.00",24.0,15.3,13.0,7.0,30.0,2.0,0.0,0.0
436,Jordan Bell,MEM,PF,"$1,620,564.00","$1,620,564.00",25.0,14.1,10.0,2.0,21.0,2.0,1.0,0.0
437,Dewayne Dedmon,ATL,C,"$13,333,334.00","$13,333,334.00",30.0,11.4,81.0,10.0,233.0,7.0,10.0,15.0
438,Luka Šamanić,SAS,PF,"$2,689,920.00","$2,689,920.00",20.0,8.8,16.0,3.0,48.0,6.0,0.0,2.0
439,Andre Iguodala,MIA,SG,"$17,185,185.00","$17,185,185.00",36.0,10.5,96.0,21.0,418.0,51.0,14.0,21.0
440,Justin Patton,OKC,C,"$1,620,564.00","$1,620,564.00",22.0,4.7,9.0,5.0,24.0,2.0,0.0,0.0
441,Tyler Johnson,BRK,SG,"$19,245,370.00","$19,245,370.00",27.0,15.6,96.0,8.0,194.0,24.0,4.0,1.0
442,Udonis Haslem,MIA,PF,"$2,564,753.00","$2,564,753.00",39.0,6.5,12.0,4.0,44.0,1.0,0.0,0.0
443,Marvin Williams,MIL,PF,"$15,006,250.00","$15,006,250.00",33.0,11.2,68.0,17.0,321.0,19.0,10.0,8.0
444,Solomon Hill,MIA,SF,"$13,258,781.00","$13,258,781.00",28.0,9.8,49.0,11.0,187.0,10.0,12.0,5.0
445,Jonah Bolden,PHO,PF,"$1,698,450.00","$1,698,450.00",24.0,4.9,6.0,3.0,33.0,0.0,2.0,2.0
446,Evan Turner,ATL,PG,"$18,606,557.00","$18,606,557.00",31.0,6.8,62.0,19.0,251.0,38.0,9.0,8.0
447,Nicolas Batum,CHO,SF,"$25,565,217.00","$25,565,217.00",31.0,9.2,79.0,22.0,505.0,66.0,17.0,8.0
448,Zhaire Smith,PHI,SG,"$3,058,800.00","$3,058,800.00",20.0,1.1,8.0,7.0,32.0,2.0,3.0,0.0
449,Joakim Noah,LAC,C,"$6,431,666.00","$6,431,666.00",34.0,11.1,14.0,5.0,50.0,7.0,1.0,1.0
450,Derrick Walton,DET,PG,"$1,445,697.00","$1,445,697.00",24.0,11.3,3.0,3.0,26.0,5.0,3.0,0.0
451,Andre Roberson,OKC,SG,"$10,740,741.00","$10,740,741.00",28.0,5.4,20.0,7.0,87.0,4.0,1.0,3.0
452,Allen Crabbe,MIN,SG,"$17,818,456.00","$17,818,456.00",27.0,6.0,29.0,9.0,131.0,5.0,0.0,0.0
453,Jarred Vanderbilt,MIN,PF,"$1,416,852.00","$1,416,852.00",20.0,11.1,2.0,2.0,5.0,0.0,0.0,0.0
454,Ryan Anderson,HOU,C,"$5,214,583.00","$5,214,583.00",31.0,9.4,5.0,2.0,14.0,2.0,1.0,0.0
455,Michael Kidd-Gilchrist,DAL,SF,"$13,000,000.00","$13,000,000.00",26.0,1.7,12.0,13.0,121.0,4.0,2.0,3.0
456,Chandler Parsons,ATL,SF,"$25,102,511.00","$25,102,511.00",31.0,5.6,14.0,5.0,54.0,3.0,4.0,1.0
457,Jacob Evans,MIN,SG,"$1,925,880.00","$1,925,880.00",22.0,5.5,0.0,2.0,4.0,0.0,0.0,0.0
458,Stanton Kidd,UTA,SF,"$250,000.00","$250,000.00",27.0,-13.7,0.0,4.0,15.0,1.0,0.0,0.0
459,J.P. Macura,CLE,SG,"$81,678.00","$81,678.00",24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
460,Isaiah Roby,OKC,SF,"$1,500,000.00","$1,500,000.00",21.0,-7.7,0.0,3.0,11.0,0.0,0.0,0.0
461,Marques Bolden,CLE,C,"$50,752.00","$50,752.00",21.0,19.8,0.0,1.0,3.0,0.0,1.0,0.0
462,William Howard,HOU,PF,"$50,000.00","$50,000.00",26.0,-12.7,0.0,2.0,13.0,1.0,0.0,0.0
463,John Wall,0,0,"$37,800,000.00","$37,800,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Kevin Durant,0,0,"$37,199,000.00","$37,199,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Klay Thompson,0,0,"$32,742,000.00","$32,742,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Tim Hardaway,0,0,"$18,150,000.00","$18,150,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Kelly Oubre,0,0,"$15,625,000.00","$15,625,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Larry Nance,0,0,"$12,727,273.00","$12,727,273.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Miles Plumlee,0,0,"$12,500,000.00","$12,500,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Marvin Bagley,0,0,"$8,556,120.00","$8,556,120.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,Darius Miller,0,0,"$7,250,000.00","$7,250,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,Jaren Jackson,0,0,"$6,927,480.00","$6,927,480.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,Mohamed Bamba,0,0,"$5,697,600.00","$5,697,600.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,Timofey Mozgov,0,0,"$5,573,333.00","$5,573,333.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Deron Williams,0,0,"$5,474,787.00","$5,474,787.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Josh Smith,0,0,"$5,331,729.00","$5,331,729.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,Wendell Carter,0,0,"$5,201,400.00","$5,201,400.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,Pau Gasol,0,0,"$5,100,000.00","$5,100,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Luol Deng,0,0,"$4,990,000.00","$4,990,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Dennis Smith,0,0,"$4,463,640.00","$4,463,640.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Mirza Teletović,0,0,"$3,500,000.00","$3,500,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,DeMarcus Cousins,0,0,"$3,500,000.00","$3,500,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Taurean Waller-Prince,0,0,"$3,481,986.00","$3,481,986.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Michael Porter,0,0,"$3,389,400.00","$3,389,400.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Troy Brown,0,0,"$3,219,480.00","$3,219,480.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Jon Leuer,0,0,"$3,169,348.00","$3,169,348.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Guerschon Yabusele,0,0,"$3,117,240.00","$3,117,240.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,Ömer Aşık,0,0,"$3,000,000.00","$3,000,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,Andrew Nicholson,0,0,"$2,844,429.00","$2,844,429.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Gerald Green,0,0,"$2,564,753.00","$2,564,753.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Nenê Hilário,0,0,"$2,564,753.00","$2,564,753.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,Monta Ellis,0,0,"$2,245,400.00","$2,245,400.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,Matt Barnes,0,0,"$2,133,541.00","$2,133,541.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Dylan Windler,0,0,"$2,035,800.00","$2,035,800.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Spencer Hawes,0,0,"$2,007,058.00","$2,007,058.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Anderson Varejão,0,0,"$1,913,345.00","$1,913,345.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Glenn Robinson,0,0,"$1,882,867.00","$1,882,867.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Larry Sanders,0,0,"$1,865,547.00","$1,865,547.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Derrick Jones,0,0,"$1,645,357.00","$1,645,357.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Gary Trent,0,0,"$1,416,852.00","$1,416,852.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Kevin Porter,0,0,"$1,290,960.00","$1,290,960.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Gary Payton,0,0,"$1,090,781.00","$1,090,781.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Jonathon Simmons,0,0,"$1,000,000.00","$1,000,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Justin Hamilton,0,0,"$1,000,000.00","$1,000,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,Kyle Singler,0,0,"$999,200.00","$999,200.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Cole Aldrich,0,0,"$685,340.00","$685,340.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Shaun Livingston,0,0,"$666,667.00","$666,667.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,Dakari Johnson,0,0,"$459,414.00","$459,414.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Ivan Rabb,0,0,"$371,758.00","$371,758.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,A.J. Hammons,0,0,"$350,087.00","$350,087.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,Festus Ezeli,0,0,"$333,333.00","$333,333.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,C.J. Watson,0,0,"$333,333.00","$333,333.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,Joe Johnson,0,0,"$220,000.00","$220,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,Jemerrio Jones,0,0,"$199,000.00","$199,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,Jontay Porter,0,0,"$197,933.00","$197,933.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,Jaylen Adams,0,0,"$163,356.00","$163,356.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Troy Williams,0,0,"$122,741.00","$122,741.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,Yante Maten,0,0,"$100,000.00","$100,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,Demetrius Jackson,0,0,"$92,857.00","$92,857.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,Sheldon Mac,0,0,"$81,678.00","$81,678.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,Sir'Dominic Pointer,0,0,"$50,752.00","$50,752.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,Isaiah Taylor,0,0,"$50,000.00","$50,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,Tyler Lydon,0,0,"$50,000.00","$50,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,Hollis Thompson,0,0,"$50,000.00","$50,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,Tyler Ulis,0,0,"$50,000.00","$50,000.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
